Key,Description,en,fr
commReply_s_cancellingATC,A text reply in the communications menu.,Cancelling ATC request.,Annulation de la demande ATC.
commReply_s_acknowledged,A text reply in the communications menu.,Acknowledged,Reconnu
commReply_s_wingmenRTB,A text reply in the communications menu.,Your wingmen will RTB!,Vos ailiers feront du RTB !
commReply_s_clearedVerticalLanding,A text reply in the communications menu.,Cleared for vertical landing!,Autorise pour l'atterrissage vertical�!
commReply_s_clearedVerticalTakeoff,A text reply in the communications menu.,Cleared for vertical take off!,Autorise pour le decollage vertical�!
commReply_s_landingDenied,A text reply in the communications menu.,Landing denied!,Atterrissage refuse !
commReply_s_takeoffDenied,A text reply in the communications menu.,Take off denied!,Decollage refuse !
commReply_s_reply_noPrevAtc,A text reply in the communications menu.,No previously contacted ATC available.,Aucun ATC precedemment contacte n'est disponible.
MFDOptionPage:Wingmen / Combat,Title of an MFD option page,Wingmen / Combat,Ailiers / Combat
MFDOption:Attack Target,Label of an MFD option,Attack Target,Cible d'attaque
MFDOption:Disengage,Label of an MFD option,Disengage,Se degager
MFDOption:Engage,Label of an MFD option,Engage,Engager
MFDOptionPage:Wingmen / Flight,Title of an MFD option page,Wingmen / Flight,Ailiers / Vol
MFDOption:Orbit Here,Label of an MFD option,Orbit Here,Orbiter ici
MFDOption:Form Up,Label of an MFD option,Form Up,Formez-vous
MFDOption:Spread Close,Label of an MFD option,Spread Close,etaler Fermer
MFDOption:Spread Med,Label of an MFD option,Spread Med,Propagation Med
MFDOption:Spread Far,Label of an MFD option,Spread Far,etendre loin
MFDOption:Go Refuel,Label of an MFD option,Go Refuel,Allez faire le plein
MFDOption:RTB,Label of an MFD option,RTB,RTB
MFDOption:RTB & Re-arm,Label of an MFD option,RTB & Re-arm,RTB et rearmement
MFDOptionPage:Wingmen / Equipment,Title of an MFD option page,Wingmen / Equipment,Ailiers / equipement
MFDOption:Radar On,Label of an MFD option,Radar On,Radar active
MFDOption:Radar Off,Label of an MFD option,Radar Off,Radar desactive
MFDOptionPage:Wingmen,Title of an MFD option page,Wingmen,Ailiers
MFDOption:Combat,Label of an MFD option,Combat,Combat
MFDOption:Flight,Label of an MFD option,Flight,Vol
MFDOption:Equipment,Label of an MFD option,Equipment,equipement
MFDOptionPage:Ground Crew,Title of an MFD option page,Ground Crew,equipe au sol
MFDOption:Request Re-arm,Label of an MFD option,Request Re-arm,Demande de rearmement
MFDOptionPage:ATC,Title of an MFD option page,ATC,ATC
MFDOption:Take Off,Label of an MFD option,Take Off,Decollage
MFDOption:Landing,Label of an MFD option,Landing,Un atterrissage
MFDOption:Cancel Request,Label of an MFD option,Cancel Request,Demande d'annulation
MFDOption:Vert T/O,Label of an MFD option,Vert T/O,Vert T/O
MFDOption:Vert Landing,Label of an MFD option,Vert Landing,Atterrissage Vert
MFDOption:Last Contact,Label of an MFD option,Last Contact,Dernier contact
MFDOptionPage:Contact Tower,Title of an MFD option page,Contact Tower,Contacter la tour
MFDOptionPage:AWACS,Title of an MFD option page,AWACS,AWACS
MFDOption:Bogey Dope,Label of an MFD option,Bogey Dope,Bogey Dope
MFDOption:Picture,Label of an MFD option,Picture,Photo
MFDOption:Request RTB Vector,Label of an MFD option,Request RTB Vector,Demander un vecteur RTB
MFDOptionPage:Comms,Title of an MFD option page,Comms,Communications
MFDOption:Wingmen,Label of an MFD option,Wingmen,Ailiers
MFDOption:Ground,Label of an MFD option,Ground,Terre
MFDOption:ATC,Label of an MFD option,ATC,ATC
MFDOption:AWACS,Label of an MFD option,AWACS,AWACS
next,,Next,Suivant
prev,,Prev,Precedent
ripple_single,Label when a rapid-fire weapon is set to only fire one shot at a time.,SINGLE,CeLIBATAIRE
wmui_ripple,Option title for selecting a rocket/missile's ripple (rapid fire) rate.,RIPPLE,ONDULATION
wmui_rippleTooltip,Tooltip for button to cycle a weapon's ripple (rapid fire) rate.,Cycle Ripple Rates,Taux d'ondulation du cycle
s_masterArmed,Master armed label in EQUIP MFD page,MASTER ARMED,MA�TRE ARMe
s_masterDisarmed,Master disarmed label in EQUIP MFD page,MASTER DISARMED,MA�TRE DeSARMe
s_eq_armed,Armed label for single equip in EQUIP MFD page,ARMED,ARMe
s_eq_disarmed,Disarmed label for single equip in EQUIP MFD page,DISARMED,DeSARMe
s_eq_jettison,Jettison label for single equip in EQUIP MFD page,JETTISON,ABANDONNER
s_eqMode_0,Equip MFD page mode label,CONFIG,CONFIGURER
s_eqMode_1,Equip MFD page mode label,ARMING,ARMEMENT
s_eqMode_2,Equip MFD page mode label,JETTISON,ABANDONNER
AV-42C_mfd_cam:B3,Label for an MFD button (short!).,PREV,PReC
AV-42C_mfd_cam:B5,Label for an MFD button (short!).,NEXT,SUIVANT
dashMissionDisplay_noMissions,Label in the mission objectives display when the current mission has no objectives.,No objectives.,Pas d'objectifs.
AV-42C_mfd_mission:B1,Label for an MFD button (short!).,WPT,WPT
AV-42C_mfd_mission:B1_tooltip,Tooltip for an MFD button.,Set Waypoint,Definir le point de cheminement
AV-42C_mfd_mission:B3,Label for an MFD button (short!).,NEXT,SUIVANT
AV-42C_mfd_mission:B3_tooltip,Tooltip for an MFD button.,Next Objective,Objectif suivant
AV-42C_mfd_mission:B5,Label for an MFD button (short!).,PREV,PReC
AV-42C_mfd_mission:B5_tooltip,Tooltip for an MFD button.,Previous Objective,Objectif precedent
AV-42C_mfd_home:B1,Label for an MFD button (short!).,NAV,VNI
AV-42C_mfd_home:B1_tooltip,Tooltip for an MFD button.,Navigation,La navigation
AV-42C_mfd_home:B2,Label for an MFD button (short!).,OBJ,OBJ
AV-42C_mfd_home:B2_tooltip,Tooltip for an MFD button.,Objectives,Objectifs
AV-42C_mfd_home:B3,Label for an MFD button (short!).,CAM,CAME
AV-42C_mfd_home:B3_tooltip,Tooltip for an MFD button.,External Cameras,Cameras externes
AV-42C_mfd_home:B4,Label for an MFD button (short!).,TGP,TGP
AV-42C_mfd_home:B4_tooltip,Tooltip for an MFD button.,Targeting,Ciblage
AV-42C_mfd_home:B5,Label for an MFD button (short!).,GPS,GPS
AV-42C_mfd_home:B5_tooltip,Tooltip for an MFD button.,GPS Targets,Cibles GPS
AV-42C_mfd_home:R2,Label for an MFD button (short!).,S-CAM,ESCROQUER
AV-42C_mfd_home:R2_tooltip,Tooltip for an MFD button.,Spectator Camera,Camera spectateur
AV-42C_mfd_home:R3,Label for an MFD button (short!).,GAME,JEU
AV-42C_mfd_home:R3_tooltip,Tooltip for an MFD button.,Game Menu,Menu du jeu
AV-42C_mfd_home:R4,Label for an MFD button (short!).,LOG,JOURNAL
AV-42C_mfd_home:R4_tooltip,Tooltip for an MFD button.,Flight Log,Journal de vol
AV-42C_mfd_home:L2,Label for an MFD button (short!).,EQUIP,eQUIPER
AV-42C_mfd_home:L2_tooltip,Tooltip for an MFD button.,Mounted Equipment,equipement monte
AV-42C_mfd_home:L3,Label for an MFD button (short!).,OPTION,OPTION
AV-42C_mfd_home:L3_tooltip,Tooltip for an MFD button.,Options,Options
AV-42C_mfd_home:L4,Label for an MFD button (short!).,COMMS,COMM
AV-42C_mfd_home:L4_tooltip,Tooltip for an MFD button.,Communications,Communication
AV-42C_mfd_home:T5,Label for an MFD button (short!).,ARAD,ARAD
AV-42C_mfd_home:T5_tooltip,Tooltip for an MFD button.,Antiradar Attack Display,Affichage d'attaque antiradar
AV-42C_mfd_home:L5,Label for an MFD button (short!).,CMS,CMS
AV-42C_mfd_home:L5_tooltip,Tooltip for an MFD button.,Countermeasure System,Systeme de contre-mesures
AV-42C_mfd_flightLog:R2_tooltip,Tooltip for an MFD button.,Scroll Up,Faites defiler vers le haut
AV-42C_mfd_flightLog:R4_tooltip,Tooltip for an MFD button.,Scroll Down,Defiler vers le bas
AV-42C_mfd_flightLog:R5_tooltip,Tooltip for an MFD button.,Scroll Bottom,Faites defiler vers le bas
AV-42C_mfd_flightLog:B3_tooltip,Tooltip for an MFD button.,Dump log to file.,Vider le journal dans un fichier.
AV-42C_mfd_flyCam:B2,Label for an MFD button (short!).,START,DeMARRER
AV-42C_mfd_flyCam:B2_tooltip,Tooltip for an MFD button.,Start Camera,Demarrer la camera
AV-42C_mfd_flyCam:B3,Label for an MFD button (short!).,END,FINIR
AV-42C_mfd_flyCam:B3_tooltip,Tooltip for an MFD button.,End Camera,Camera de fin
AV-42C_mfd_flyCam:B1,Label for an MFD button (short!).,VIEW,VUE
AV-42C_mfd_flyCam:B1_tooltip,Tooltip for an MFD button.,Toggle Preview,Basculer l'aper�u
AV-42C_mfd_flyCam:R1,Label for an MFD button (short!).,RANDM,RANDM
AV-42C_mfd_flyCam:R1_tooltip,Tooltip for an MFD button.,Toggle Random,Basculer au hasard
AV-42C_mfd_flyCam:L3,Label for an MFD button (short!).,FOV:,Champ de vision�:
AV-42C_mfd_flyCam:L3_tooltip,Tooltip for an MFD button.,Toggle FOV,Basculer le champ de vision
AV-42C_mfd_flyCam:L4,Label for an MFD button (short!).," ",
AV-42C_mfd_flyCam:L4_tooltip,Tooltip for an MFD button.,Toggle AutoFOV,Basculer AutoFOV
AV-42C_mfd_flyCam:L5,Label for an MFD button (short!).," ",
AV-42C_mfd_flyCam:L5_tooltip,Tooltip for an MFD button.,Toggle Audio Mode,Basculer en mode audio
AV-42C_mfd_flyCam:R2,Label for an MFD button (short!).,MODE,MODE
AV-42C_mfd_flyCam:R2_tooltip,Tooltip for an MFD button.,Toggle Cam Mode,Basculer en mode camera
AV-42C_mfd_flyCam:R3,Label for an MFD button (short!).,LOOK,VOIR
AV-42C_mfd_flyCam:R3_tooltip,Tooltip for an MFD button.,Toggle Look Mode,Basculer le mode de visualisation
AV-42C_mfd_flyCam:R5,Label for an MFD button (short!).," ",
AV-42C_mfd_flyCam:R5_tooltip,Tooltip for an MFD button.,Toggle Auto-Reset,Basculer la reinitialisation automatique
AV-42C_mfd_flyCam:B5,Label for an MFD button (short!).," ",
AV-42C_mfd_flyCam:B5_tooltip,Tooltip for an MFD button.,Cycle Reset Time,Temps de reinitialisation du cycle
AV-42C_mfd_flyCam:T3,Label for an MFD button (short!).,SS,SS
AV-42C_mfd_flyCam:T3_tooltip,Tooltip for an MFD button.,4K Screenshot,Capture d'ecran 4K
AV-42C_mfd_hardpoints:R2_tooltip,Tooltip for an MFD button.,HP Gun,Canon HP
AV-42C_mfd_hardpoints:L4_tooltip,Tooltip for an MFD button.,HP 1,HP 1
AV-42C_mfd_hardpoints:L3_tooltip,Tooltip for an MFD button.,HP 2,HP 2
AV-42C_mfd_hardpoints:R3_tooltip,Tooltip for an MFD button.,HP 3,HP 3
AV-42C_mfd_hardpoints:R4_tooltip,Tooltip for an MFD button.,HP 4,HP 4
AV-42C_mfd_hardpoints:L5_tooltip,Tooltip for an MFD button.,HP 5,HP 5
AV-42C_mfd_hardpoints:R5_tooltip,Tooltip for an MFD button.,HP 6,HP 6
AV-42C_mfd_hardpoints:L2,Label for an MFD button (short!).,MODE:,MODE:
AV-42C_mfd_hardpoints:L2_tooltip,Tooltip for an MFD button.,Toggle Mode,Basculer le mode
NONE,,NONE,RIEN
AV-42C_mfd_hardpointInfoPage:R1_tooltip,Tooltip for an MFD button.,Return to Equip,Revenir a Equiper
AV-42C_mfd_hardpointInfoPage:B2_tooltip,Tooltip for an MFD button.,Toggle Arming,Basculer l'armement
AV-42C_mfd_hardpointInfoPage:B5_tooltip,Tooltip for an MFD button.,Toggle Jettison,Basculer largage
AV-42C_mfd_antiRad:T5,Label for an MFD button (short!).,SOI,DONC JE
AV-42C_mfd_antiRad:T5_tooltip,Tooltip for an MFD button.,Sensor of Interest,Capteur d'interet
AV-42C_mfd_antiRad:R4,Label for an MFD button (short!).,HUD,ATH
AV-42C_mfd_antiRad:R4_tooltip,Tooltip for an MFD button.,HUD Mode,Mode HUD
AV-42C_mfd_antiRad:R5_tooltip,Tooltip for an MFD button.,Declutter,Desencombrer
AV-42C_mfd_cmsPage:L4_tooltip,Tooltip for an MFD button.,Release Mode,Mode de sortie
AV-42C_mfd_cmsPage:B2,Label for an MFD button (short!).,-,-
AV-42C_mfd_cmsPage:B2_tooltip,Tooltip for an MFD button.,- Release Rate,Erreur�:�509
AV-42C_mfd_cmsPage:B4,Label for an MFD button (short!).,+,+
AV-42C_mfd_cmsPage:B4_tooltip,Tooltip for an MFD button.,+ Release Rate,Erreur�:�509
AV-42C_mfd_map:T2,Label for an MFD button (short!).,GPS,GPS
AV-42C_mfd_map:T2_tooltip,Tooltip for an MFD button.,GPS Targets,Cibles GPS
AV-42C_mfd_map:R2,Label for an MFD button (short!).,ZOOM+,ZOOM+
AV-42C_mfd_map:R3,Label for an MFD button (short!).,ZOOM-,ZOOM-
AV-42C_mfd_map:R4,Label for an MFD button (short!).,UP,EN HAUT
AV-42C_mfd_map:R5,Label for an MFD button (short!).,DOWN,VERS LE BAS
AV-42C_mfd_map:B4,Label for an MFD button (short!).,LEFT,LA GAUCHE
AV-42C_mfd_map:B5,Label for an MFD button (short!).,RIGHT,DROITE
AV-42C_mfd_map:R1,Label for an MFD button (short!).,RESET,ReINITIALISER
AV-42C_mfd_map:R1_tooltip,Tooltip for an MFD button.,Reset Offset,Reinitialiser le decalage
AV-42C_mfd_map:T4,Label for an MFD button (short!).,MODE,MODE
AV-42C_mfd_map:T4_tooltip,Tooltip for an MFD button.,Toggle Rotation Mode,Basculer le mode de rotation
AV-42C_mfd_map:T5,Label for an MFD button (short!).,SOI,DONC JE
AV-42C_mfd_map:T5_tooltip,Tooltip for an MFD button.,Toggle Sensor of Interest,Basculer le capteur d'interet
AV-42C_mfd_map:L4,Label for an MFD button (short!).,FUEL,LE CARBURANT
AV-42C_mfd_map:L4_tooltip,Tooltip for an MFD button.,Set Fuel Waypoint,Definir le point de cheminement du carburant
AV-42C_mfd_map:L3,Label for an MFD button (short!).,RTB,RTB
AV-42C_mfd_map:L3_tooltip,Tooltip for an MFD button.,Set Return to Base Waypoint,Definir le retour au waypoint de base
AV-42C_mfd_map:L2,Label for an MFD button (short!).,OBJ,OBJ
AV-42C_mfd_map:L2_tooltip,Tooltip for an MFD button.,Set Objective Waypoint,Definir un point de cheminement objectif
AV-42C_mfd_map:B1,Label for an MFD button (short!).,ALT-,ALT-
AV-42C_mfd_map:B1_tooltip,Tooltip for an MFD button.,Lower Target Alt,Alt cible inferieure
AV-42C_mfd_map:B2,Label for an MFD button (short!).,ALT+,ALT+
AV-42C_mfd_map:B2_tooltip,Tooltip for an MFD button.,Raise Target Alt,Augmenter la cible Alt
AV-42C_mfd_map:B3,Label for an MFD button (short!).,GPS-S,GPS-S
AV-42C_mfd_map:B3_tooltip,Tooltip for an MFD button.,Send GPS Target,Envoyer une cible GPS
AV-42C_mfd_options:L2_tooltip,Tooltip for an MFD button.,Unit Options,Options d'unite
AV-42C_mfd_options:L3_tooltip,Tooltip for an MFD button.,Fuel Settings,Parametres de carburant
AV-42C_mfd_options:L4_tooltip,Tooltip for an MFD button.,Altitude Warning Settings,Parametres d'avertissement d'altitude
AV-42C_mfd_options:R3_tooltip,Tooltip for an MFD button.,Joystick Sensitivity,Sensibilite du joystick
AV-42C_mfd_unitOptions:L2_tooltip,Tooltip for an MFD button.,Altitude Units,Unites d'altitude
AV-42C_mfd_unitOptions:L3_tooltip,Tooltip for an MFD button.,Distance Units,Unites de distance
AV-42C_mfd_unitOptions:L4_tooltip,Tooltip for an MFD button.,Speed Units,Unites de vitesse
AV-42C_mfd_unitOptions:T5_tooltip,Tooltip for an MFD button.,Back,Dos
AV-42C_mfd_fuelConfig:T5_tooltip,Tooltip for an MFD button.,Back,Dos
AV-42C_mfd_fuelConfig:L4_tooltip,Tooltip for an MFD button.,Bingo Fuel +,Carburant de bingo +
AV-42C_mfd_fuelConfig:L5_tooltip,Tooltip for an MFD button.,Bingo Fuel -,Carburant de bingo -
altWarn_mode_radar,Radar altimeter mode for altitude warning settings.,RADAR,RADAR
altWarn_mode_asl,Sea level/barometric altimeter mode for altitude warning settings.,ASL,ASL
AV-42C_mfd_altitudeSettings:T5_tooltip,Tooltip for an MFD button.,Back,Dos
AV-42C_mfd_altitudeSettings:L3_tooltip,Tooltip for an MFD button.,Min Alt +,Alt min +
AV-42C_mfd_altitudeSettings:L4_tooltip,Tooltip for an MFD button.,Min Alt -,Alt min -
AV-42C_mfd_altitudeSettings:R3_tooltip,Tooltip for an MFD button.,Max Alt +,Alt max +
AV-42C_mfd_altitudeSettings:R4_tooltip,Tooltip for an MFD button.,Max Alt -,Alt max -
AV-42C_mfd_altitudeSettings:L2_tooltip,Tooltip for an MFD button.,Toggle Alt Mode,Basculer en mode Alt
AV-42C_mfd_gpsTgts:T2,Label for an MFD button (short!).,MAP,CARTE
AV-42C_mfd_gpsTgts:T2_tooltip,Tooltip for an MFD button.,Nav Map,Carte de navigation
AV-42C_mfd_gpsTgts:T3,Label for an MFD button (short!).,WPT,WPT
AV-42C_mfd_gpsTgts:T3_tooltip,Tooltip for an MFD button.,Set Waypoints,Definir des points de cheminement
AV-42C_mfd_gpsTgts:L2_tooltip,Tooltip for an MFD button.,Previous Group,Groupe precedent
AV-42C_mfd_gpsTgts:L3_tooltip,Tooltip for an MFD button.,Next Group,Groupe suivant
AV-42C_mfd_gpsTgts:B1_tooltip,Tooltip for an MFD button.,Create Group,Creer un groupe
AV-42C_mfd_gpsTgts:B2_tooltip,Tooltip for an MFD button.,Delete Group,Supprimer le groupe
AV-42C_mfd_gpsTgts:B4_tooltip,Tooltip for an MFD button.,Delete Target,Supprimer la cible
